NBAName,NBAID
D'Moi Hodge,1641793
Markquis Nowell,1641806
Drew Peterson,1641809
Hunter Tyson,1641816
Andrew Funk,1641847
Timmy Allen,1641851
Craig Porter Jr.,1641854
Nathan Mensah,1641877
Jarron Cumberland,1629600
Mamadi Diakite,1629603
Reggie Perry,1629617
Jalen Pickett,1629618
Myles Powell,1629619
Greg Whittington,204222
Dexter Dennis,1641926
Onuralp Bitim,1641931
Charles Bassey,1629646
Devon Dotson,1629653
Quentin Grimes,1629656
Louis King,1629663
Jordan Nwora,1629670
Naz Reid,1629675
Killian Tillie,1629681
Joao Marcello Cardoso Pereira,1641970
Trey Jemison III,1641998
Didi Louzada,1629712
Marques Bolden,1629716
Malik Williams,1642013
Rayjon Tucker,1629730
Nicolo Melli,1629740
Shaq Buchanan,1629783
Petr Cornelie,1627822
Xavier Moon,1629875
Ahmad Caver,1629958
James Wiseman,1630164
Killian Hayes,1630165
Deni Avdija,1630166
Obi Toppin,1630167
Patrick Williams,1630172
Cole Anthony,1630175
Tyrese Maxey,1630178
Saddiq Bey,1630180
Josh Green,1630182
Jaden McDaniels,1630183
Kira Lewis Jr.,1630184
Nico Mannion,1630185
Daniel Oturu,1630187
Jalen Smith,1630188
Tyler Bey,1630189
Elijah Hughes,1630190
Isaiah Stewart,1630191
Zeke Nnaji,1630192
Paul Reed,1630194
Leandro Bolmaro,1630195
Filip Petrusev,1630196
Aleksej Pokusevski,1630197
Isaiah Joe,1630198
Cassius Stanley,1630199
Tre Jones,1630200
Malachi Flynn,1630201
Payton Pritchard,1630202
Grant Riller,1630203
Lamar Stevens,1630205
Jay Scrubb,1630206
Nate Hinton,1630207
